Time;CH 1 Object Temperature;CH 1 Sink Temperature;CH 1 Target Object Temperature;CH 1 (Ramp) Nominal Temperature;CH 1 Thermal Power Model Current;CH 1 Actual Output Current;CH 1 Actual Output Voltage;_label_PAR_PID_LIM_N1;_label_PAR_PID_LIM_P1;CH 1 PID Control Variable;_label_MoniTempObj1_ADC;_label_PAR_TOBJ_U1;_label_PAR_TOBJ_R1;_label_PAR_NTC_SINK_CH1_ADC;_label_PAR_TSINK_R1;_label_PAR_SINK_MEAS_T1;_label_PAR_OBJECT_MEAS_T1;CH 2 Object Temperature;CH 2 Sink Temperature;CH 2 Target Object Temperature;CH 2 (Ramp) Nominal Temperature;CH 2 Thermal Power Model Current;CH 2 Actual Output Current;CH 2 Actual Output Voltage;_label_PAR_PID_LIM_N2;_label_PAR_PID_LIM_P2;CH 2 PID Control Variable;_label_MoniTempObj2_ADC;_label_PAR_TOBJ_U2;_label_PAR_TOBJ_R2;_label_PAR_NTC_SINK_CH2_ADC;_label_PAR_TSINK_R2;_label_PAR_SINK_MEAS_T2;_label_PAR_OBJECT_MEAS_T2;_label_Mon_PAR_DEVICE_TYPE;_label_uc_Version;_label_PAR_MIN_FW_VERSION_Moni;_label_uc_BuildNumber;_labelM_PAR_VER_HW_VERSION;_labelM_PAR_VER_HW_SERNR;Driver Input Voltage;_label_M10V;_label_M33V;Device Temperature;_label_PAR_OUT_CURRENT_SUM;_label_PAR_DEV_TEMPM_ILIMIT;_label_PAR_DEV_TEMPM_TLIMIT;Error Number;Error Instance;Error Parameter;_label_PAR_DEBUG_U1A;_label_PAR_DEBUG_I1A;_label_PAR_DEBUG_U1B;_label_PAR_DEBUG_I1B;_label_PAR_DEBUG_REL_PWM_LEV1;_label_PAR_SYM_CORR1;_label_PAR_DEBUG_ABS_PWM_LA1;_label_PAR_DEBUG_ABS_PWM_LB1;_label_PAR_DEBUG_U2A;_label_PAR_DEBUG_I2A;_label_PAR_DEBUG_U2B;_label_PAR_DEBUG_I2B;_label_PAR_DEBUG_REL_PWM_LEV2;_label_PAR_SYM_CORR2;_label_PAR_DEBUG_ABS_PWM_LA2;_label_PAR_DEBUG_ABS_PWM_LB2;_label_PAR_SYSTICK_MAX_CYCLE;_label_PAR_SYSTICK_AVG_CYCLE;_label_PAR_FAN_REL_COOL_POWER1;_label_PAR_FAN_REL_COOL_POWER2;CH1 Fan Speed;CH2 Fan Speed;_label_TimeBase_TempCtrl1;_label_TimeBase_TempCtrl2;_label_PAR_NTC_SINK_CH3_ADC;_label_PAR_NTC_SINK_CH4_ADC;_label_PAR_TOBJ_MIN_U1;_label_PAR_TOBJ_MAX_U1;_label_PAR_TOBJ_MIN_R1;_label_PAR_TOBJ_MAX_R1;_label_PAR_TOBJ_MIN_T1;_label_PAR_TOBJ_MAX_T1;_label_PAR_TOBJ_MIN_U2;_label_PAR_TOBJ_MAX_U2;_label_PAR_TOBJ_MIN_R2;_label_PAR_TOBJ_MAX_R2;_label_PAR_TOBJ_MIN_T2;_label_PAR_TOBJ_MAX_T2;_label_PAR_TSINK_MIN_R1;_label_PAR_TSINK_MIN_R2;_label_PAR_TSINK_MAX_R1;_label_PAR_TSINK_MAX_R2;_label_PAR_TSINK_MIN_T1;_label_PAR_TSINK_MIN_T2;_label_PAR_TSINK_MAX_T1;_label_PAR_TSINK_MAX_T2;_label_PAR_ADS_SELFT_TRIGGER1;_label_PAR_ADS_SELFT_AVDD1;_label_PAR_ADS_SELFT_IRS1;_label_PAR_ADS_SELFT_VREF1;_label_PAR_ADS_SELFT_TRIGGER2;_label_PAR_ADS_SELFT_AVDD2;_label_PAR_ADS_SELFT_IRS2;_label_PAR_ADS_SELFT_VREF2;_label_PAR_PBC_RES_InputState;_label_PAR_SINK_FILTER_RESET
2022-07-20 11:17:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20 11:17:59;29.56587;25;95;95;0;-0.003303433;0.01024227;0;0;0;759704;;110.7295;3836.415;86835.84;9.994019;29.56587;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98732;4.976692;3.299011;28.36725;-0.003303433;4;90;0;0;0;0.100708;-0.002145767;0.09117126;-0.002861023;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;7;0;0;0;0;9.969857;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:00;29.58238;25;95;95;0;-0.003343201;0.009826664;0;0;0;759747.8;;110.7359;3836.485;86862.05;9.967712;29.58238;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98567;4.976091;3.30011;28.37105;-0.003343201;4;90;0;0;0;0.09994507;-0.00243187;0.09202957;-0.003385544;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.95621;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:01;29.57649;25;95;95;0;-0.003312206;0.01009426;0;0;0;759732.1;;110.7336;3836.513;86872.48;9.963959;29.57649;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98691;4.978008;3.300316;28.35658;-0.003312206;4;90;0;0;0;0.1008987;-0.002765656;0.0910759;-0.002670288;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.943911;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;15;0
2022-07-20 11:18:02;29.56764;25;95;95;0;-0.003271198;0.0101038;0;0;0;759708.7;;110.7302;3836.51;86871.63;9.96463;29.56764;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98444;4.976492;3.299423;28.35577;-0.003271198;4;90;0;0;0;0.1016617;-0.001859665;0.09174347;-0.003385544;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.932765;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;15;0
2022-07-20 11:18:03;29.56221;25;95;95;0;-0.003331852;0.01007519;0;0;0;759694.3;;110.7281;3836.529;86878.55;9.958954;29.56221;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98856;4.976778;3.299767;28.36119;-0.003331852;4;90;0;0;0;0.1024246;-0.003910065;0.09050369;-0.0020504;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.922765;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;15;0
2022-07-20 11:18:04;29.55055;25;95;95;0;-0.003279495;0.0098217;0;0;0;759663.3;;110.7236;3836.51;86871.63;9.962219;29.55055;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98801;4.976692;3.299423;28.36824;-0.003279495;4;90;0;0;0;0.1001358;-0.003194809;0.09098053;-0.003671646;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.914584;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;15;0
2022-07-20 11:18:05;29.55174;25;95;95;0;-0.003353024;0.009918787;0;0;0;759666.6;;110.7241;3836.53;86878.91;9.958038;29.55174;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98828;4.977207;3.299652;28.37506;-0.003353024;4;90;0;0;0;0.1015663;-0.002908707;0.0910759;-0.002479553;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.906359;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:06;29.55965;25;95;95;0;-0.003346062;0.009776119;0;0;0;759687.4;;110.7271;3836.543;86883.89;9.955078;29.55965;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98677;4.976835;3.300133;28.39316;-0.003346062;4;90;0;0;0;0.101757;-0.00333786;0.091362;-0.002574921;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.898911;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;15;0
2022-07-20 11:18:07;29.56548;25;95;95;0;-0.003370571;0.01014271;0;0;0;759702.9;;110.7294;3836.532;86879.64;9.958038;29.56548;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98732;4.977322;3.300659;28.39916;-0.003370571;4;90;0;0;0;0.100708;-0.003290176;0.08993149;-0.002717972;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.892183;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;15;0
2022-07-20 11:18:08;29.5731;25;95;95;0;-0.003291512;0.009951404;0;0;0;759723.1;;110.7323;3836.513;86872.6;9.963867;29.5731;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98883;4.977121;3.300613;28.37854;-0.003291512;4;90;0;0;0;0.1006126;-0.002527237;0.09012222;-0.003433228;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.88611;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:09;29.57436;25;95;95;0;-0.003319073;0.01011524;0;0;0;759726.6;;110.7328;3836.488;86863.13;9.965881;29.57436;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98938;4.976435;3.299995;28.40979;-0.003319073;4;90;0;0;0;0.0995636;-0.004339218;0.09183884;-0.003576279;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.881122;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:10;29.58681;25;95;95;0;-0.003369904;0.009869955;0;0;0;759759.6;;110.7376;3836.448;86848.09;9.981384;29.58681;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98718;4.976521;3.300156;28.42188;-0.003369904;4;90;0;0;0;0.1003265;-0.001430511;0.08974075;-0.004291534;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.876121;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:11;29.5959;25;95;95;0;-0.003382206;0.00998974;0;0;0;759783.7;;110.7412;3836.441;86845.79;9.983704;29.5959;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98938;4.977179;3.299698;28.42945;-0.003382206;4;90;0;0;0;0.1002312;-0.002574921;0.09059906;-0.003957748;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.871596;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:12;29.59938;25;95;95;0;-0.003485108;0.01003857;0;0;0;759792.9;;110.7425;3836.426;86839.84;9.990448;29.59938;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98759;4.976377;3.299927;28.44263;-0.003485108;4;90;0;0;0;0.09975433;-0.00333786;0.09126663;-0.003242493;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.867514;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;15;0
2022-07-20 11:18:13;29.59776;25;95;95;0;-0.003430176;0.009898952;0;0;0;759788.6;;110.7419;3836.426;86840.09;9.99057;29.59776;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98636;4.976921;3.300819;28.43801;-0.003430176;4;90;0;0;0;0.100708;-0.001811981;0.09031296;-0.0041008;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.863473;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:14;29.57887;25;95;95;0;-0.003410626;0.00995331;0;0;0;759738.4;;110.7346;3836.402;86830.88;9.994324;29.57887;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.99048;4.976721;3.300018;28.43987;-0.003410626;4;90;0;0;0;0.0998497;-0.002479553;0.09212494;-0.00166893;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.860138;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:15;29.58443;25;95;95;0;-0.003430557;0.009881017;0;0;0;759753.3;;110.7367;3836.403;86831.6;10.00418;29.58443;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98581;4.976892;3.299652;28.46239;-0.003430557;4;90;0;0;0;0.1000404;-0.002384186;0.09212494;-0.004005432;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.857779;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:16;29.59685;25;95;95;0;-0.003434277;0.01003647;0;0;0;759786.3;;110.7415;3836.406;86832.7;9.994659;29.59685;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98567;4.976635;3.300018;28.47854;-0.003434277;4;90;0;0;0;0.1006126;-0.002336502;0.09050369;-0.003004074;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.855025;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:17;29.58714;25;95;95;0;-0.003475952;0.01018619;0;0;0;759760.3;;110.7378;3836.406;86832.7;10;29.58714;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98526;4.976978;3.299652;28.49423;-0.003475952;4;90;0;0;0;0.1015663;-0.003480911;0.09012222;-0.004673004;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.852542;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:18;29.60149;25;95;95;0;-0.003484726;0.01007195;0;0;0;759798.6;;110.7433;3836.433;86842.52;9.988525;29.60149;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98622;4.976778;3.300133;28.5144;-0.003484726;4;90;0;0;0;0.1011848;-0.003099442;0.08878708;-0.00462532;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.850299;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:19;29.59322;25;95;95;0;-0.003505612;0.009857369;0;0;0;759776.6;;110.7401;3836.466;86855.01;9.978333;29.59322;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98842;4.977436;3.299675;28.5306;-0.003505612;4;90;0;0;0;0.1001358;-0.00333786;0.09307861;-0.004816055;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.848266;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:20;29.60124;25;95;95;0;-0.00347271;0.009855655;0;0;0;759797.8;;110.7432;3836.465;86854.77;9.978516;29.60124;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.99268;4.976921;3.299744;28.54672;-0.00347271;4;90;0;0;0;0.1001358;-0.002479553;0.08974075;-0.004291534;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.846434;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;15;0
2022-07-20 11:18:21;29.58394;25;95;95;0;-0.003603554;0.009957507;0;0;0;759751.9;;110.7365;3836.489;86863.5;9.971313;29.58394;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98691;4.976864;3.299995;28.5428;-0.003603554;4;90;0;0;0;0.1013756;-0.003862381;0.09078979;-0.003290176;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.844778;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
2022-07-20 11:18:22;29.58165;25;95;95;0;-0.003512764;0.01018982;0;0;0;759745.8;;110.7356;3836.492;86864.96;9.970123;29.58165;;;0;0;0;0;0;0;0;0;0;0;;0;0;;;1091;5.01;4.00;661;3.30;19101;11.98911;4.976978;3.299698;28.56646;-0.003512764;4;90;0;0;0;0.1013756;-0.00333786;0.08983612;-0.003671646;0;0;-23.57143;-23.57143;0;0;0;0;0;0;-23.57143;-23.57143;937;8;0;0;0;0;9.843279;10;0;0;;;72.80929;1000000;-66.86639;8.023559E+11;;;;;0;0;73.48333;83.25074;203130;182413.1;-45.05356;0;-46.97974;0;0;4.989127;;;0;0;;;11;0
